,Particle ID,Area (ABD),Area (Filled),Aspect Ratio,Biovolume (Cylinder),Biovolume (P. Spheroid),Biovolume (Sphere),Calibration Factor,Calibration Image,Camera,Capture X,Capture Y,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter,Convexity,Date,Diameter (ABD),Diameter (ESD),Edge Gradient,Elapsed Time,Elongation,Feret Angle Max,Feret Angle Min,Fiber Curl,Fiber Straightness,Filter Score,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Image File,Image Height,Image Width,Image X,Image Y,Intensity,Length,Particles Per Chain,Perimeter,Roughness,Sigma Intensity,Source Image,Sphere Complement,Sphere Count,Sphere Unknown,Sphere Volume,Sum Intensity,Symmetry,Time,Timestamp,Transparency,Volume (ABD),Volume (ESD),Width,imgpaths,class
25394,1444,340.88,340.88,0.38,559.06,64555.19,4734.46,0.2752,2,1,685,210,0.0,0.03,0.09,35.83,189.93,0.2,2020-11-12,20.83,59.57,42.32,484.35,110.55,70.0,-5.0,1.71,0.37,0.0,0.01,205.66,1.86,campanian_12nov_1_fc80_20x_000020.tif,280,139,283,237,119.86,75.9,1,415.05,2.18,32.3,10641,1.34,5,0.0,36.09,605508.0,0.56,10:29:44,2020-11-12T09:29:44.969,0.65,4734.464,110707.8,33.26,train/camp_12nov_1_fc80_20x_1444.png,0
25396,1446,623.26,674.52,0.47,7152.39,11943.89,11705.02,0.2752,2,1,322,307,0.06,0.45,0.64,2.21,118.68,0.81,2020-11-12,28.17,36.91,54.21,485.08,4.74,-85.0,-10.0,0.32,0.76,0.0,0.21,58.96,12.43,campanian_12nov_1_fc80_20x_000020.tif,176,112,457,237,71.59,44.54,1,142.77,2.02,24.01,10657,0.0,14,0.0,11995.65,642082.0,0.29,10:29:45,2020-11-12T09:29:45.696,0.24,11705.02,26322.41,25.29,train/camp_12nov_1_fc80_20x_1446.png,0
25402,1452,692.33,899.42,0.42,9258.34,14115.51,13703.61,0.2752,2,1,948,733,0.05,0.36,0.67,2.75,134.3,0.9,2020-11-12,29.69,41.88,57.96,486.21,6.5,-85.0,5.0,0.52,0.66,0.0,0.15,79.24,12.2,campanian_12nov_1_fc80_20x_000020.tif,203,99,865,237,85.92,52.11,1,182.87,3.11,23.85,10682,0.0,24,0.0,2903.18,852278.0,0.55,10:29:46,2020-11-12T09:29:46.832,0.29,13703.61,38455.25,23.24,train/camp_12nov_1_fc80_20x_1452.png,0
25405,1455,266.22,304.77,0.31,2485.46,2277.95,3267.64,0.2752,2,1,679,606,0.0,0.5,0.54,2.01,84.47,0.91,2020-11-12,18.41,26.03,66.9,488.17,4.08,-70.0,10.0,0.06,0.94,0.0,0.25,37.46,9.19,campanian_12nov_1_fc80_20x_000020.tif,136,72,1050,237,76.11,35.27,1,93.3,1.91,26.0,10725,3185.98,2,0.0,222.87,304729.0,0.68,10:29:48,2020-11-12T09:29:48.785,0.29,3267.644,9231.251,11.7,train/camp_12nov_1_fc80_20x_1455.png,0
25411,1461,359.27,388.79,0.73,1905.48,6225.12,5122.61,0.2752,2,1,668,500,0.29,0.2,0.82,5.06,87.53,0.78,2020-11-12,21.39,27.0,43.18,491.81,13.82,-25.0,30.0,1.63,0.38,0.0,0.07,77.38,5.6,campanian_12nov_1_fc80_20x_000020.tif,115,113,91,519,99.33,29.46,1,165.96,2.51,19.24,10805,0.0,15,0.0,892.6,527317.0,0.66,10:29:52,2020-11-12T09:29:52.421,0.21,5122.611,10305.35,24.25,train/camp_12nov_1_fc80_20x_1461.png,0
25419,1469,747.99,854.14,0.46,13685.02,13125.72,15388.96,0.2752,2,1,1006,466,0.22,0.63,0.74,1.58,124.39,0.97,2020-11-12,30.86,38.73,60.41,493.49,2.56,20.0,-55.0,0.0,1.01,0.0,0.39,48.52,18.95,campanian_12nov_1_fc80_20x_000020.tif,140,183,484,519,84.03,48.79,1,134.95,2.45,28.26,10842,9666.6,3,0.0,2852.22,897826.0,0.74,10:29:54,2020-11-12T09:29:54.103,0.2,15388.96,30408.48,23.63,train/camp_12nov_1_fc80_20x_1469.png,0
25428,1478,334.02,355.55,0.64,1197.37,8854.6,4592.26,0.2752,2,1,431,135,0.0,0.11,0.55,9.29,101.66,0.61,2020-11-12,20.62,31.5,44.45,496.3,27.15,-80.0,-5.0,1.78,0.36,0.0,0.04,103.98,3.83,campanian_12nov_1_fc80_20x_000020.tif,149,97,1112,519,101.58,37.39,1,215.61,2.6,33.33,10904,0.0,13,0.0,521.24,503421.0,0.52,10:29:56,2020-11-12T09:29:56.922,0.35,4592.256,16359.24,22.57,train/camp_12nov_1_fc80_20x_1478.png,0
25432,1482,230.19,307.69,0.45,2483.7,3281.56,2627.15,0.2752,2,1,817,396,0.14,0.49,0.65,2.05,83.05,0.89,2020-11-12,17.12,25.58,69.71,498.13,4.19,-80.0,15.0,0.11,0.9,0.0,0.24,38.16,9.1,campanian_12nov_1_fc80_20x_000020.tif,138,78,36,678,95.26,34.51,1,94.53,1.83,23.75,10944,0.0,12,0.0,525.4,332931.0,0.52,10:29:58,2020-11-12T09:29:58.739,0.33,2627.151,8759.044,14.52,train/camp_12nov_1_fc80_20x_1482.png,0
25437,1487,211.5,844.95,0.62,13977.39,15668.0,2313.78,0.2752,2,1,840,370,0.4,0.65,0.85,1.53,123.12,0.96,2020-11-12,16.41,38.32,41.87,499.62,2.38,-30.0,90.0,0.0,1.03,0.0,0.42,46.53,19.56,campanian_12nov_1_fc80_20x_000020.tif,107,169,342,678,104.27,48.15,1,132.17,2.09,15.16,10977,0.0,15,0.0,13687.42,336797.0,0.74,10:30:00,2020-11-12T09:30:00.243,0.57,2313.782,29464.38,25.46,train/camp_12nov_1_fc80_20x_1487.png,0
25441,1491,176.05,391.16,0.41,4240.89,3983.41,1757.18,0.2752,2,1,328,486,0.13,0.61,0.66,1.65,88.47,0.94,2020-11-12,14.97,27.3,60.5,502.76,2.84,-15.0,75.0,0.02,0.98,0.0,0.35,35.17,12.39,campanian_12nov_1_fc80_20x_000020.tif,86,138,645,678,94.13,34.62,1,95.12,2.45,28.28,11046,468.4,1,0.0,4759.28,256505.0,0.6,10:30:03,2020-11-12T09:30:03.376,0.45,1757.176,10652.67,15.08,train/camp_12nov_1_fc80_20x_1491.png,0
25454,1504,154.7,154.7,0.35,328.62,14147.82,1447.4,0.2752,2,1,530,801,0.0,0.08,0.1,11.83,121.08,0.23,2020-11-12,14.03,37.67,27.15,507.53,35.12,35.0,-45.0,0.66,0.6,0.0,0.03,80.22,2.28,campanian_12nov_1_fc80_20x_000021.tif,155,162,0,0,96.1,48.34,1,165.0,1.36,7.7,11151,0.0,47,0.0,5828.64,232464.0,0.32,10:30:08,2020-11-12T09:30:08.148,0.63,1447.402,27993.31,21.42,train/camp_12nov_1_fc80_20x_1504.png,0
25455,1505,261.9,271.26,0.56,541.24,11706.21,3188.29,0.2752,2,1,537,805,0.03,0.05,0.32,20.34,101.02,0.46,2020-11-12,18.26,31.29,31.37,507.53,61.9,45.0,-55.0,2.59,0.28,0.0,0.02,138.21,2.23,campanian_12nov_1_fc80_20x_000021.tif,126,127,164,0,101.4,38.54,1,280.89,3.0,17.86,11151,0.0,41,0.0,1812.24,399803.0,0.55,10:30:08,2020-11-12T09:30:08.148,0.42,3188.293,16042.02,23.43,train/camp_12nov_1_fc80_20x_1505.png,0
25459,1509,864.22,986.8,0.43,13647.0,15262.04,19111.68,0.2752,2,1,1132,409,0.13,0.51,0.71,1.96,137.07,0.93,2020-11-12,33.17,42.76,54.99,509.13,3.91,-85.0,5.0,0.1,0.91,0.0,0.26,64.29,16.44,campanian_12nov_1_fc80_20x_000021.tif,226,107,494,0,95.6,58.56,1,161.47,2.96,29.22,11186,20681.24,1,0.0,618.17,1173920.0,0.67,10:30:09,2020-11-12T09:30:09.740,0.22,19111.68,40935.85,25.0,train/camp_12nov_1_fc80_20x_1509.png,0
25462,1512,143.44,188.17,0.56,1601.23,1442.57,1292.33,0.2752,2,1,1050,120,0.45,0.64,0.83,1.57,57.01,0.97,2020-11-12,13.51,17.29,61.67,510.72,2.54,75.0,0.0,0.09,0.91,0.0,0.39,23.63,9.29,campanian_12nov_1_fc80_20x_000021.tif,90,61,686,0,87.01,21.6,1,65.83,2.04,27.56,11221,969.01,2,0.0,48.26,196383.0,0.74,10:30:11,2020-11-12T09:30:11.330,0.22,1292.326,2706.747,12.8,train/camp_12nov_1_fc80_20x_1512.png,0
25465,1515,106.42,116.29,0.28,269.04,1006.77,825.8,0.2752,2,1,593,723,0.0,0.12,0.32,8.28,72.85,0.59,2020-11-12,11.64,22.33,46.73,511.48,23.98,-25.0,70.0,0.88,0.53,0.0,0.04,58.18,2.43,campanian_12nov_1_fc80_20x_000021.tif,77,116,822,0,105.39,31.02,1,121.21,1.89,24.38,11238,0.0,5,0.0,12299.79,181263.0,0.28,10:30:12,2020-11-12T09:30:12.103,0.48,825.8037,5830.146,8.44,train/camp_12nov_1_fc80_20x_1515.png,0
25467,1517,635.53,754.33,0.85,4291.48,19173.77,12052.16,0.2752,2,1,819,39,0.35,0.16,0.82,6.44,121.33,0.75,2020-11-12,28.45,37.75,43.75,512.21,18.19,70.0,25.0,1.98,0.34,0.0,0.05,121.81,6.7,campanian_12nov_1_fc80_20x_000021.tif,159,148,982,0,94.67,40.91,1,257.01,3.73,30.88,11254,0.0,28,0.0,2610.92,865094.0,0.57,10:30:12,2020-11-12T09:30:12.830,0.25,12052.16,28168.1,33.92,train/camp_12nov_1_fc80_20x_1517.png,0
25471,1521,566.37,928.22,0.35,11221.61,12752.61,10139.52,0.2752,2,1,1100,670,0.0,0.45,0.61,2.24,143.56,0.95,2020-11-12,26.85,44.82,50.77,513.07,4.84,85.0,-10.0,0.09,0.92,0.0,0.21,69.47,14.34,campanian_12nov_1_fc80_20x_000021.tif,246,103,42,228,91.76,63.97,1,167.63,2.91,31.19,11273,0.0,18,0.0,77346.51,750970.0,0.72,10:30:13,2020-11-12T09:30:13.693,0.4,10139.52,47154.97,20.78,train/camp_12nov_1_fc80_20x_1521.png,0
25479,1529,291.66,329.81,0.73,1357.84,5469.56,3747.06,0.2752,2,1,710,150,0.1,0.16,0.76,6.09,84.57,0.76,2020-11-12,19.27,26.06,47.86,515.71,17.07,55.0,-25.0,1.55,0.39,0.0,0.06,79.56,4.66,campanian_12nov_1_fc80_20x_000021.tif,121,102,479,228,96.37,31.25,1,168.44,2.85,29.49,11331,0.0,18,0.0,432.6,420371.0,0.39,10:30:16,2020-11-12T09:30:16.331,0.26,3747.056,9264.548,20.05,train/camp_12nov_1_fc80_20x_1529.png,0
25491,1541,269.49,308.83,0.53,2732.76,3317.89,3327.94,0.2752,2,1,1119,327,0.29,0.54,0.76,1.84,78.31,0.89,2020-11-12,18.52,24.07,32.03,519.72,3.5,55.0,-50.0,0.19,0.84,0.0,0.29,34.93,9.98,campanian_12nov_1_fc80_20x_000021.tif,103,110,1026,228,97.43,29.43,1,89.82,2.02,20.67,11419,1347.99,4,0.0,664.35,394585.0,0.56,10:30:20,2020-11-12T09:30:20.330,0.23,3327.937,7298.562,15.58,train/camp_12nov_1_fc80_20x_1541.png,0
25492,1542,261.19,268.28,0.37,806.27,3958.1,3175.35,0.2752,2,1,1162,507,0.0,0.11,0.41,9.26,90.62,0.7,2020-11-12,18.24,27.98,40.01,520.12,27.04,40.0,-60.0,1.35,0.43,0.0,0.04,90.88,3.36,campanian_12nov_1_fc80_20x_000021.tif,109,118,1138,228,91.5,38.64,1,188.48,2.3,28.51,11428,0.0,4,0.0,29.46,359854.0,0.48,10:30:20,2020-11-12T09:30:20.745,0.35,3175.351,11473.27,14.92,train/camp_12nov_1_fc80_20x_1542.png,0
25495,1545,732.34,919.52,0.5,2851.83,48513.46,14908.48,0.2752,2,1,341,394,0.0,0.04,0.37,23.87,172.96,0.53,2020-11-12,30.54,54.17,47.33,520.93,72.99,-55.0,25.0,2.99,0.25,0.0,0.01,268.44,3.68,campanian_12nov_1_fc80_20x_000021.tif,220,200,158,476,94.74,67.35,1,544.24,4.5,22.93,11446,0.0,52,0.0,1618.46,991910.0,0.6,10:30:21,2020-11-12T09:30:21.557,0.44,14908.48,83251.93,34.57,train/camp_12nov_1_fc80_20x_1545.png,0
25505,1555,251.62,251.62,0.68,518.29,41928.39,3002.47,0.2752,2,1,714,812,0.43,0.06,0.15,18.04,127.32,0.27,2020-11-12,17.9,39.66,64.77,526.53,54.65,50.0,-15.0,1.54,0.39,0.0,0.02,125.38,2.29,campanian_12nov_1_fc80_20x_000021.tif,148,140,788,476,86.54,49.29,1,255.34,1.99,26.39,11569,0.0,5,0.0,4484.84,328691.0,0.65,10:30:27,2020-11-12T09:30:27.149,0.55,3002.47,32652.42,30.24,train/camp_12nov_1_fc80_20x_1555.png,0
25511,1561,371.3,410.05,0.5,909.36,14320.11,5382.1,0.2752,2,1,1169,144,0.0,0.04,0.37,23.11,125.16,0.43,2020-11-12,21.74,38.97,58.87,527.72,70.59,-75.0,0.0,2.91,0.26,0.0,0.01,179.35,2.54,campanian_12nov_1_fc80_20x_000021.tif,174,111,41,698,96.13,45.86,1,363.79,3.59,18.54,11595,0.0,37,0.0,894.54,526481.0,0.03,10:30:28,2020-11-12T09:30:28.331,0.44,5382.101,30989.04,27.93,train/camp_12nov_1_fc80_20x_1561.png,0
25535,1585,361.27,398.7,0.36,1144.4,8664.48,5165.55,0.2752,2,1,401,38,0.0,0.07,0.36,13.74,120.6,0.54,2020-11-12,21.45,37.52,37.34,534.94,41.15,-85.0,-10.0,1.63,0.38,0.0,0.02,135.13,3.28,campanian_12nov_1_fc80_20x_000022.tif,200,91,198,0,101.52,51.36,1,276.83,2.88,26.83,11754,0.0,28,0.0,3775.96,541806.0,0.42,10:30:35,2020-11-12T09:30:35.557,0.43,5165.546,27651.58,20.65,train/camp_12nov_1_fc80_20x_1585.png,0
25537,1587,133.19,153.24,0.37,640.23,1132.71,1156.28,0.2752,2,1,718,790,0.03,0.28,0.52,3.54,67.36,0.79,2020-11-12,13.02,20.58,39.85,535.99,9.01,80.0,-10.0,0.46,0.68,0.0,0.11,40.46,4.49,campanian_12nov_1_fc80_20x_000022.tif,113,65,330,0,100.51,27.68,1,89.9,2.13,24.31,11777,0.0,7,0.0,2245.98,211967.0,0.32,10:30:36,2020-11-12T09:30:36.604,0.37,1156.285,4566.586,11.71,train/camp_12nov_1_fc80_20x_1587.png,0
25542,1592,881.09,1167.3,0.42,15080.76,21193.05,19673.94,0.2752,2,1,887,91,0.0,0.42,0.66,2.36,153.79,0.89,2020-11-12,33.49,48.08,43.0,539.08,5.22,80.0,-10.0,0.23,0.82,0.0,0.19,80.53,15.44,campanian_12nov_1_fc80_20x_000022.tif,250,123,593,0,97.83,65.67,1,191.94,3.53,26.37,11845,0.0,30,0.0,2140.32,1223823.0,0.33,10:30:39,2020-11-12T09:30:39.694,0.3,19673.94,58185.74,29.1,train/camp_12nov_1_fc80_20x_1592.png,0
25543,1593,336.45,424.13,0.54,1461.7,13392.03,4642.45,0.2752,2,1,893,117,0.0,0.1,0.43,10.22,115.1,0.58,2020-11-12,20.7,35.77,34.51,539.22,30.08,90.0,-10.0,1.58,0.39,0.0,0.03,118.97,3.96,campanian_12nov_1_fc80_20x_000022.tif,182,97,718,0,115.99,46.1,1,245.85,2.92,29.68,11848,0.0,23,0.0,596.05,578793.0,0.6,10:30:39,2020-11-12T09:30:39.832,0.42,4642.446,23961.72,21.39,train/camp_12nov_1_fc80_20x_1593.png,0
25555,1605,818.03,1108.76,0.56,6984.95,28059.67,17600.07,0.2752,2,1,900,581,0.0,0.14,0.69,7.32,154.17,0.83,2020-11-12,32.27,48.2,48.13,544.35,20.93,-15.0,75.0,1.6,0.38,0.0,0.05,157.38,7.52,campanian_12nov_1_fc80_20x_000022.tif,144,229,43,270,107.64,60.48,1,329.79,6.1,17.92,11961,0.0,53,0.0,1402.45,1253570.0,0.35,10:30:44,2020-11-12T09:30:44.968,0.33,17600.07,58622.74,30.67,train/camp_12nov_1_fc80_20x_1605.png,0
25573,1623,99.38,104.71,0.34,283.27,1255.42,745.24,0.2752,2,1,410,861,0.0,0.17,0.31,5.83,69.69,0.51,2020-11-12,11.25,21.32,39.35,551.85,16.26,60.0,-25.0,0.6,0.63,0.0,0.06,45.69,2.81,campanian_12nov_1_fc80_20x_000022.tif,99,73,955,270,92.79,28.57,1,97.0,1.51,25.59,12126,0.0,7,0.0,1001.65,150039.0,0.25,10:30:52,2020-11-12T09:30:52.469,0.47,745.2386,5076.688,12.11,train/camp_12nov_1_fc80_20x_1623.png,0
25592,1642,479.51,556.31,0.56,6923.49,7804.8,7898.83,0.2752,2,1,998,332,0.31,0.6,0.81,1.67,96.66,0.94,2020-11-12,24.71,29.9,52.01,558.17,2.91,-85.0,0.0,0.18,0.84,0.0,0.34,42.11,14.47,campanian_12nov_1_fc80_20x_000022.tif,143,92,551,416,105.26,35.58,1,113.16,2.78,19.29,12265,963.8,4,0.0,4994.23,734898.0,0.5,10:30:58,2020-11-12T09:30:58.788,0.17,7898.83,14002.31,21.33,train/camp_12nov_1_fc80_20x_1642.png,0
25600,1650,352.4,438.73,0.39,1424.08,10063.98,4976.36,0.2752,2,1,1061,341,0.0,0.09,0.39,11.75,120.46,0.57,2020-11-12,21.18,37.47,41.38,560.9,34.9,60.0,-10.0,1.73,0.37,0.0,0.03,130.22,3.73,campanian_12nov_1_fc80_20x_000022.tif,184,114,970,416,119.46,47.64,1,267.9,3.26,27.47,12325,0.0,40,0.0,1566.69,622744.0,0.08,10:31:01,2020-11-12T09:31:01.512,0.43,4976.365,27553.91,23.75,train/camp_12nov_1_fc80_20x_1650.png,0
25634,1684,341.67,349.46,0.64,851.98,19480.12,4750.86,0.2752,2,1,1170,146,0.21,0.06,0.32,16.9,109.79,0.49,2020-11-12,20.86,34.08,54.71,572.4,51.07,-70.0,0.0,2.51,0.28,0.0,0.02,141.44,2.77,campanian_12nov_1_fc80_20x_000022.tif,154,110,33,709,95.69,40.25,1,288.42,2.8,30.67,12578,0.0,14,0.0,796.17,484454.0,0.62,10:31:13,2020-11-12T09:31:13.011,0.39,4750.856,20728.45,27.66,train/camp_12nov_1_fc80_20x_1684.png,0
25641,1691,671.18,750.25,0.51,9615.26,11506.12,13080.49,0.2752,2,1,949,552,0.28,0.54,0.78,1.86,118.16,0.93,2020-11-12,29.23,36.74,43.0,574.35,3.57,-40.0,60.0,0.1,0.91,0.0,0.28,53.8,15.08,campanian_12nov_1_fc80_20x_000022.tif,145,150,414,709,92.14,48.79,1,137.77,2.48,25.23,12621,0.0,24,0.0,970.36,887260.0,0.72,10:31:14,2020-11-12T09:31:14.966,0.2,13080.49,25976.55,24.34,train/camp_12nov_1_fc80_20x_1691.png,0
25654,1704,656.0,826.56,0.62,13174.62,14723.02,12639.2,0.2752,2,1,179,854,0.44,0.64,0.86,1.56,118.6,0.95,2020-11-12,28.9,36.88,52.49,576.94,2.51,-5.0,90.0,0.04,0.96,0.0,0.4,47.31,18.83,campanian_12nov_1_fc80_20x_000022.tif,106,179,1052,709,77.31,45.33,1,132.28,3.09,26.83,12678,0.0,23,0.0,3487.08,728235.0,0.64,10:31:17,2020-11-12T09:31:17.557,0.22,12639.2,26272.36,26.56,train/camp_12nov_1_fc80_20x_1704.png,0
25679,1729,233.58,238.95,0.6,667.03,9107.62,2685.41,0.2752,2,1,51,309,0.0,0.1,0.35,9.73,97.98,0.42,2020-11-12,17.25,30.32,39.21,583.44,28.55,85.0,-25.0,1.56,0.39,0.0,0.04,88.45,3.1,campanian_12nov_1_fc80_20x_000023.tif,139,110,973,0,101.93,34.51,1,183.1,2.02,31.92,12821,0.0,16,0.0,8953.01,361132.0,0.37,10:31:24,2020-11-12T09:31:24.058,0.43,2685.415,14599.96,25.44,train/camp_12nov_1_fc80_20x_1729.png,0
25689,1739,260.19,469.13,0.4,5304.64,5075.5,3157.26,0.2752,2,1,738,670,0.1,0.58,0.65,1.71,97.6,0.94,2020-11-12,18.2,30.2,28.97,586.08,3.04,5.0,-85.0,0.04,0.96,0.0,0.33,39.71,13.04,campanian_12nov_1_fc80_20x_000023.tif,74,153,263,141,113.88,38.16,1,105.5,2.7,26.67,12879,0.0,6,0.0,24052.35,446283.0,0.8,10:31:26,2020-11-12T09:31:26.691,0.4,3157.264,14425.63,15.98,train/camp_12nov_1_fc80_20x_1739.png,0
25701,1751,111.08,125.38,0.61,978.64,829.06,880.63,0.2752,2,1,628,126,0.53,0.67,0.87,1.49,47.07,0.97,2020-11-12,11.89,14.13,59.55,589.67,2.22,-85.0,-15.0,0.06,0.94,0.0,0.45,18.34,8.24,campanian_12nov_1_fc80_20x_000023.tif,77,55,830,141,84.92,17.25,1,53.16,1.84,22.64,12958,850.24,4,0.0,90.18,151832.0,0.69,10:31:30,2020-11-12T09:31:30.284,0.16,880.6313,1476.594,10.95,train/camp_12nov_1_fc80_20x_1751.png,0
25710,1760,216.64,248.86,0.53,2678.48,2291.4,2398.69,0.2752,2,1,1014,800,0.34,0.7,0.78,1.43,67.71,0.99,2020-11-12,16.61,20.69,33.1,594.89,1.98,70.0,-15.0,0.0,1.08,0.0,0.5,23.77,11.98,campanian_12nov_1_fc80_20x_000023.tif,102,66,1161,141,98.05,25.77,1,71.49,1.84,11.17,13073,3605.49,0,0.0,0.0,323860.0,0.64,10:31:35,2020-11-12T09:31:35.510,0.2,2398.688,4640.579,14.16,train/camp_12nov_1_fc80_20x_1760.png,0
25715,1765,262.46,328.38,0.74,2281.99,4220.99,3198.66,0.2752,2,1,304,178,0.56,0.39,0.9,2.59,74.95,0.92,2020-11-12,18.28,23.0,47.74,595.99,5.97,85.0,0.0,0.75,0.57,0.0,0.17,46.95,7.87,campanian_12nov_1_fc80_20x_000023.tif,111,82,110,255,90.38,26.76,1,109.64,2.49,33.16,13097,0.0,11,0.0,302.84,357093.0,0.63,10:31:36,2020-11-12T09:31:36.602,0.21,3198.661,6368.892,18.58,train/camp_12nov_1_fc80_20x_1765.png,0
25730,1780,838.09,977.87,0.35,13422.21,13923.45,18251.49,0.2752,2,1,611,317,0.0,0.51,0.6,1.97,144.19,0.95,2020-11-12,32.67,45.02,37.76,601.57,3.94,-75.0,15.0,0.07,0.93,0.0,0.25,64.23,16.31,campanian_12nov_1_fc80_20x_000023.tif,228,119,798,255,93.68,60.05,1,161.09,2.96,15.57,13220,0.0,29,0.0,7722.81,1116762.0,0.65,10:31:42,2020-11-12T09:31:42.191,0.27,18251.49,47782.73,21.17,train/camp_12nov_1_fc80_20x_1780.png,0
25749,1799,178.78,206.78,0.52,1692.3,1644.76,1798.19,0.2752,3,1,861,695,0.36,0.59,0.79,1.69,63.79,0.97,2020-11-12,15.09,19.45,36.45,610.9,2.96,-75.0,-5.0,0.0,1.0,0.0,0.34,26.63,8.99,campanian_12nov_1_fc80_20x_000023.tif,108,61,527,485,99.1,26.67,1,71.25,1.7,11.15,13419,0.0,7,0.0,245.48,273902.0,0.78,10:31:51,2020-11-12T09:31:51.515,0.22,1798.19,3850.453,12.67,train/camp_12nov_1_fc80_20x_1799.png,0
25751,1801,410.69,1986.55,0.46,36882.36,54116.69,6260.92,0.2752,3,1,888,668,0.04,0.49,0.66,2.02,204.13,0.8,2020-11-12,22.87,64.09,43.53,611.54,4.11,-40.0,25.0,0.19,0.84,0.0,0.24,92.63,22.52,campanian_12nov_1_fc80_20x_000023.tif,267,235,621,485,112.08,78.14,1,230.28,2.47,26.42,13433,15557.99,11,0.0,11489.57,675373.0,0.65,10:31:52,2020-11-12T09:31:52.151,0.64,6260.917,137842.1,39.25,train/camp_12nov_1_fc80_20x_1801.png,0
25754,1804,490.77,965.14,0.59,12021.5,19003.33,8178.53,0.2752,3,1,316,584,0.34,0.45,0.81,2.21,131.55,0.91,2020-11-12,25.0,41.0,50.28,612.44,4.73,75.0,-5.0,0.46,0.68,0.0,0.21,69.92,14.8,campanian_12nov_1_fc80_20x_000023.tif,184,130,987,485,97.92,47.87,1,169.44,3.78,26.98,13453,0.0,2,0.0,29483.76,698987.0,0.63,10:31:53,2020-11-12T09:31:53.060,0.39,8178.527,36097.5,29.64,train/camp_12nov_1_fc80_20x_1804.png,0
25755,1805,319.24,1019.23,0.7,15972.76,23099.76,4290.86,0.2752,3,1,915,432,0.45,0.58,0.87,1.74,134.82,0.94,2020-11-12,20.16,42.04,88.8,612.63,3.14,75.0,-40.0,0.12,0.9,0.0,0.32,58.47,18.65,campanian_12nov_1_fc80_20x_000023.tif,200,143,1119,485,96.03,52.43,1,154.25,2.37,23.84,13457,24094.54,2,0.0,205.63,456048.0,0.65,10:31:53,2020-11-12T09:31:53.242,0.52,4290.86,38910.64,33.63,train/camp_12nov_1_fc80_20x_1805.png,0
25788,1838,428.09,584.04,0.56,1820.04,18286.71,6662.89,0.2752,3,1,1037,553,0.0,0.06,0.5,16.06,123.28,0.61,2020-11-12,23.35,38.37,37.4,620.59,48.43,-20.0,60.0,2.71,0.27,0.0,0.02,175.81,3.63,campanian_12nov_1_fc80_20x_000024.tif,145,176,436,0,113.47,47.35,1,358.89,4.59,19.89,13632,7676.71,8,0.0,4469.07,711222.0,0.53,10:32:01,2020-11-12T09:32:01.196,0.39,6662.888,29582.34,25.76,train/camp_12nov_1_fc80_20x_1838.png,0
25792,1842,689.71,916.74,0.31,5582.35,17142.86,13625.98,0.2752,3,1,463,646,0.0,0.15,0.43,6.66,161.22,0.68,2020-11-12,29.63,50.44,43.64,622.16,18.88,-65.0,15.0,1.03,0.49,0.0,0.05,136.34,7.22,campanian_12nov_1_fc80_20x_000024.tif,242,137,751,0,102.58,67.15,1,287.12,3.58,28.42,13667,0.0,34,0.0,9958.83,1013877.0,0.22,10:32:02,2020-11-12T09:32:02.789,0.41,13625.98,67193.37,25.99,train/camp_12nov_1_fc80_20x_1842.png,0
25797,1847,278.86,360.06,0.48,3433.67,3754.35,3503.11,0.2752,3,1,576,335,0.23,0.55,0.73,1.82,82.85,0.96,2020-11-12,18.84,25.51,45.96,624.22,3.42,50.0,-30.0,0.11,0.9,0.0,0.29,37.13,10.85,campanian_12nov_1_fc80_20x_000024.tif,114,100,1075,0,107.06,33.32,1,95.97,2.79,31.4,13712,5456.17,0,0.0,0.0,447733.0,0.55,10:32:04,2020-11-12T09:32:04.838,0.26,3503.109,8691.643,16.37,train/camp_12nov_1_fc80_20x_1847.png,0
25805,1855,394.97,552.48,0.64,3839.24,9473.16,5904.77,0.2752,3,1,1153,295,0.0,0.28,0.79,3.62,108.8,0.89,2020-11-12,22.43,33.77,44.46,626.27,9.28,-85.0,15.0,0.68,0.59,0.0,0.11,74.95,8.08,campanian_12nov_1_fc80_20x_000024.tif,176,108,259,244,102.81,44.54,1,166.04,3.5,17.02,13757,0.0,19,0.0,617.76,597023.0,0.4,10:32:06,2020-11-12T09:32:06.879,0.34,5904.772,20159.01,24.96,train/camp_12nov_1_fc80_20x_1855.png,0
25815,1865,89.31,89.31,0.26,199.59,2102.66,634.88,0.2752,3,1,365,297,0.0,0.13,0.15,7.44,84.09,0.4,2020-11-12,10.66,25.9,17.74,628.26,21.32,-70.0,20.0,0.31,0.77,0.0,0.05,48.71,2.28,campanian_12nov_1_fc80_20x_000024.tif,140,68,758,244,97.58,37.29,1,101.98,1.21,4.78,13801,0.0,4,0.0,4125.5,143347.0,0.25,10:32:08,2020-11-12T09:32:08.879,0.59,634.8799,9100.909,10.91,train/camp_12nov_1_fc80_20x_1865.png,0
