redshift,log_sfr,log_mass,is_star_forming,u_flux,r_flux,zpp_flux,yhsc_flux,h_flux,ks_flux,splash1_flux,splash2_flux
0.612,-1.14066,10.6977,0,0.30904,5.96437,20.5339,22.7232,36.9248,47.2558,39.1629,26.6924
1.152,1.27028,10.1861,1,0.365417,0.914141,3.30152,3.82638,7.98799,13.0635,19.8164,18.4264
0.909,-0.280198,10.357,0,0.138389,0.746956,4.10266,4.79957,8.82047,11.9508,14.0158,9.40438
0.257,-0.119152,9.02977,0,3.00163,21.5657,49.0736,56.286,95.8429,121.653,100.282,90.6313
0.853,0.890466,10.2544,0,0.274007,1.37423,6.08943,6.74708,12.6228,16.94,20.4567,14.4706
0.361,-0.00691692,9.62154,0,0.45731,4.1991,9.46774,11.0381,16.1687,20.7123,11.4128,9.61777
0.928,0.52692,10.2504,0,0.168575,0.941585,4.32658,5.38164,9.83427,13.4796,16.4883,10.5877
1.759,2.32151,10.5549,1,0.694232,1.86643,4.11405,4.91831,11.3985,15.7577,22.9014,26.5942
1.284,1.15762,10.1611,1,1.10309,1.55737,3.73574,3.91592,6.18681,7.89709,9.66668,9.16568
0.445,-0.312355,10.4007,0,0.366658,8.11882,23.5213,27.3393,48.0483,60.0204,39.1884,29.0399
1.625,1.35341,11.3338,0,0.167724,0.636279,3.38997,4.55262,23.3142,33.3189,60.9704,69.8576
0.612,0.333231,9.86874,1,0.77101,3.46431,8.57322,9.58177,15.4679,19.1013,23.5181,17.0072
0.928,1.51248,10.5351,1,1.38762,4.18344,14.7739,16.4161,27.2483,38.829,53.7454,39.6243
1.068,1.20453,9.84326,1,0.984075,1.49351,3.33935,3.36471,4.56392,6.40806,9.40784,7.96253
0.361,0.024297,9.9852,0,0.335585,5.73705,15.1094,17.6271,29.6821,38.4021,21.705,17.9905
0.375,0.315388,10.2529,0,0.547932,9.80494,25.2259,28.8636,48.3562,60.8489,35.5158,28.432
1.088,1.4555,10.6493,0,0.594953,2.07382,8.77226,10.777,22.7516,35.2686,55.9638,46.257
0.661,-0.452782,9.88272,0,0.325811,1.61882,5.51143,6.31156,11.6943,14.9347,14.7844,9.51615
1.988,2.39438,11.2421,1,0.442616,2.05571,4.56483,5.55058,20.801,29.0951,48.7863,55.1847
1.239,0.0337954,10.684,1,0.821117,1.69134,6.72608,9.23842,12.0384,13.9874,16.5439,14.2818
0.967,1.05529,10.1522,1,0.734086,1.71108,6.22842,6.98888,10.9556,15.1931,20.7772,15.8465
0.948,0.880858,9.76748,1,0.468526,0.896558,2.71317,3.08763,4.40473,5.24578,7.79084,5.76276
0.361,-0.112845,9.01223,1,0.863523,3.88413,6.83016,6.78611,8.21823,9.98003,6.30793,5.09334
0.909,0.643575,10.5493,1,0.0897575,0.988767,6.78752,8.11894,23.2777,38.8562,66.4869,55.5175
0.729,1.02165,9.82461,1,2.29394,3.97622,7.80856,7.55397,8.57786,10.2811,9.82059,6.82456
0.335,0.155793,9.42124,0,0.851098,8.28993,21.2594,24.5204,46.2105,62.4403,35.6705,32.5207
0.208,-0.394784,9.65421,0,2.14625,20.6783,49.0135,57.2993,99.7154,121.334,70.5187,58.0416
0.909,-0.883862,10.5427,0,0.159119,1.11631,6.82381,7.65366,15.11,21.1204,24.9018,16.4466
0.987,1.53253,10.495,1,1.6193,3.61033,12.657,14.859,26.5379,37.7494,50.3456,36.9506
0.612,-0.185247,9.23575,1,0.481591,1.75894,3.31484,3.57946,5.26226,6.15532,5.93723,4.52463
0.661,-1.46546,10.1302,0,0.0718345,1.20358,4.86789,5.70179,9.45856,12.2058,11.3028,7.53506
0.928,0.700807,10.8938,0,0.225471,2.5096,17.4656,21.5335,52.0918,78.5532,124.905,86.0122
0.041,-2.81427,6.29523,1,0.682924,1.27491,1.69701,1.7733,2.86711,2.11393,3.78034,2.91682
0.083,-2.24935,7.01048,1,0.219069,0.576832,0.748328,0.659353,1.02383,1.19571,0.347999,0.179537
1.152,1.29889,10.4305,1,0.551072,1.42678,5.3422,6.30275,11.5503,15.4693,21.6557,18.0126
1.988,1.72742,10.7868,1,0.424485,0.539254,1.13039,1.70179,6.49537,9.53401,15.8321,19.3599
0.361,0.292341,9.57578,0,1.3165,6.75829,15.9147,17.9422,27.4462,33.6562,23.3935,19.4232
0.948,0.33327,10.788,0,0.0971257,1.13209,8.30218,9.54432,20.8373,29.8154,40.0646,28.5128
0.335,-0.272727,9.03859,0,0.36908,2.10264,4.13515,4.23082,5.29004,5.68873,3.27037,2.37446
0.967,1.28216,10.5952,0,0.522199,2.2169,11.4209,13.4778,26.9131,38.7205,56.4934,42.6554
0.445,-2.58557,9.75624,0,0.0617558,2.03356,5.40187,5.92548,9.65284,12.2668,6.76996,5.4089
0.711,0.758759,10.6172,0,0.359394,3.37722,16.8884,20.3944,39.1148,52.9402,59.501,38.0993
0.928,0.549887,9.6252,1,0.690045,0.941016,2.39289,2.68381,2.5348,2.86068,3.17403,2.12329
0.853,1.31532,10.5066,0,0.583121,3.12582,12.796,14.8079,30.8974,46.3036,67.0995,48.4247
0.928,1.03588,10.4331,0,0.46161,1.52771,7.92623,8.97734,18.1134,25.9585,36.389,26.2411
0.711,0.497669,9.71042,1,0.643584,1.97846,5.16222,5.3779,8.18083,11.8103,13.8146,9.68326
0.504,-0.383093,10.1586,1,0.474809,7.57152,25.4959,30.2703,70.9617,101.071,107.761,88.1995
1.988,0.728431,9.99627,1,0.505131,0.668356,0.896193,2.00725,3.95032,5.09215,11.5905,14.4998
0.661,0.0324747,10.406,0,0.212079,2.36104,10.8044,12.3772,22.651,30.0121,28.9261,19.0936
0.504,0.676077,10.3694,0,2.98637,16.0231,37.8142,46.251,73.4714,92.5499,80.3603,69.217
0.208,-0.648338,8.21352,1,1.53233,5.66946,8.68885,9.39755,10.3408,10.1606,9.93109,7.51016
0.909,0.541799,11.0248,0,0.0912697,2.12564,14.278,16.648,33.2755,46.9748,55.5633,36.0925
0.375,0.346606,10.8516,0,1.85449,44.5391,121.294,140.224,247.575,316.215,249.787,207.122
0.928,1.09546,10.0316,1,1.25378,2.11343,5.92899,6.29084,7.2617,9.10032,10.396,7.70283
0.967,-0.150255,10.5349,0,0.0864294,0.772416,5.42881,6.37287,14.3752,21.4756,31.6538,25.1044
0.375,0.275737,9.24201,0,1.28814,6.76831,14.8979,16.6222,23.8189,28.7445,19.4028,19.2833
1.068,1.38532,10.6326,0,0.366594,1.59367,8.16858,10.5504,19.7562,27.1405,37.6849,26.4549
0.375,0.230908,9.20167,0,0.921973,4.94051,10.7737,12.5529,17.1449,21.5892,15.2793,14.636
0.928,1.02932,10.5909,0,0.337869,1.91723,9.8003,11.4891,25.74,39.6369,57.6702,41.7986
1.173,0.928586,10.3302,1,0.685221,1.2992,4.28067,4.74712,7.55176,10.0924,14.9994,13.2454
0.661,0.45188,10.3544,0,0.965652,5.28699,20.0692,24.0615,45.3225,62.2761,76.022,50.6391
0.645,-1.36181,10.4508,0,0.249579,4.00538,15.8149,18.9093,31.31,39.0804,45.0998,29.6972
0.729,1.05546,10.1211,0,0.453919,2.57047,9.15158,10.0489,21.2238,30.774,37.5447,25.7169
0.928,1.43833,10.6079,0,0.756835,2.81606,12.5988,14.5782,29.0506,42.9123,58.8197,41.3107
0.817,1.20288,10.2009,1,1.89125,4.13769,12.4477,13.8415,21.7887,28.3271,38.4499,27.1794
0.612,0.426641,9.72599,1,0.801022,3.06261,7.38276,8.24577,16.9938,26.6007,35.8544,30.4209
0.474,-0.839251,9.54576,0,0.173894,1.83861,4.95529,5.69171,8.68192,10.7559,8.53497,6.29457
0.321,-0.304784,8.92454,1,0.368504,2.677,6.23007,6.32679,12.1472,16.7964,22.8128,16.3367
0.835,0.172742,9.76354,1,0.391707,0.979485,3.2535,3.5358,4.9017,5.91703,6.28461,4.34735
0.909,-0.211944,11.2793,0,0.134469,3.05972,23.0061,27.9954,61.2539,88.0793,126.276,87.5632
0.853,1.22179,10.3989,0,0.557554,2.54031,10.664,12.4227,25.6685,37.8433,51.1282,36.0268
0.335,0.723999,10.205,0,6.21818,35.063,76.0161,85.1394,133.211,165.844,104.994,100.631
0.853,0.679531,10.4806,0,0.131042,1.20793,6.83213,8.12766,21.087,33.6204,47.2793,32.4699
0.661,0.602679,10.0258,0,0.721196,3.05679,9.64351,11.2001,19.2373,24.5557,28.3259,18.9504
0.661,-0.152725,10.5257,0,0.285684,3.43131,14.8485,18.3482,37.4548,53.2649,58.8633,38.3863
0.116,-0.603904,8.69931,0,11.5637,44.4087,72.683,79.4973,94.1681,92.3952,149.278,109.202
0.196,-0.731377,8.69331,1,1.06541,4.1679,6.33724,7.10324,7.76037,7.3861,3.86321,2.75147
0.375,0.241337,9.63026,0,0.955519,6.20691,14.1028,16.0936,24.0645,29.0146,24.1832,18.403
0.872,1.39192,10.1255,1,1.70407,3.70228,10.7636,11.1751,16.4578,20.7434,26.8857,19.8162
0.335,0.769362,10.2545,0,2.52362,23.3324,52.5118,55.2469,90.3195,111.215,57.5456,47.0155
0.361,-0.137951,9.92284,0,0.367294,5.79002,13.89,15.9499,23.5915,29.3925,14.7602,12.0282
0.817,0.400449,10.6373,0,0.123622,1.25966,8.15377,9.24702,21.3498,30.0393,37.3138,24.7979
0.321,-0.255542,8.60409,1,0.756402,1.79131,3.41679,3.79697,4.44414,5.54332,5.20428,3.91695
0.361,0.472449,9.1381,1,2.69387,7.84399,11.1739,10.6751,11.1967,12.401,8.23731,6.99219
0.22,0.108606,9.18165,0,4.89262,41.5673,100.681,115.725,196.856,240.522,188.699,176.862
0.389,-0.439819,8.81988,1,0.308171,1.19028,1.99276,2.36731,2.06872,2.8876,1.38668,1.17268
0.909,-0.116321,10.7027,0,0.157316,1.4513,8.90696,10.3826,23.279,33.7012,43.5393,34.7765
0.389,0.66606,10.2517,0,1.54984,16.381,45.3314,51.9268,92.8839,118.805,87.4033,73.9697
0.781,0.812416,9.85952,1,0.771289,1.85597,4.96242,5.19341,6.78782,8.32031,9.31257,6.34479
0.361,0.316456,8.94767,1,2.06555,8.03899,14.1454,14.7032,18.5026,21.853,12.0686,11.79
0.321,-0.935461,8.90507,0,0.410883,2.3206,3.70271,4.13361,4.52933,5.12808,2.30192,2.38672
0.232,-0.660015,9.1955,0,0.868552,5.36922,10.205,11.4566,13.6404,14.9934,7.65772,6.32616
0.948,-0.169838,11.2029,0,0.102257,2.43921,17.871,21.6448,43.2752,61.1998,79.9163,57.1031
0.817,0.85062,10.903,0,0.357605,2.83034,18.0578,22.2619,46.4574,66.8853,83.2366,56.4868
0.22,-0.78128,8.67219,0,0.877894,4.0159,6.75911,7.64219,9.20934,9.9631,9.64485,9.63131
0.245,0.0743189,8.69916,1,3.40512,8.41858,12.4069,13.6815,16.8126,19.3114,16.2,12.2592
0.694,0.639995,10.4202,0,0.351728,3.13077,14.5101,17.9229,37.9282,53.1179,71.2188,45.7814
0.817,0.761477,10.8384,0,0.19837,2.38411,13.7841,16.2347,32.7667,45.3273,54.314,35.7063
1.152,1.65394,10.7851,1,1.59123,3.76777,13.4707,15.7796,35.1701,59.0056,105.882,100.461
1.007,1.32577,10.4314,1,0.976035,2.28499,8.56921,9.98306,18.6974,26.3017,37.155,28.6629
0.116,-1.68916,7.80303,1,0.694595,1.76533,2.17603,2.34722,1.97312,2.04849,0.832076,0.576034
0.967,0.750176,10.3402,0,0.102154,0.669598,3.91202,4.6747,10.2252,15.6783,21.634,16.7048
1.239,-0.794432,10.7621,0,0.11489,0.677802,4.7931,7.16523,13.9165,18.4833,27.167,24.9488
0.03,-3.39599,6.16069,1,0.373431,0.912044,1.03369,1.19698,0.82978,0.500967,0.58864,0.481544
0.817,0.405998,10.628,0,0.0873835,1.36888,7.98691,9.50182,17.6701,24.0888,26.5271,17.6146
0.729,0.935183,10.1481,1,0.990925,4.0749,12.395,14.1462,26.3585,36.4001,45.9724,32.7587
0.729,-0.590458,10.0527,0,0.022817,0.94945,3.8989,4.6432,6.18717,7.16068,9.65644,7.63799
0.01,-3.55601,5.50587,0,1.59179,2.89276,5.23819,5.88615,7.406,7.16236,8.13585,7.87269
0.321,0.0901116,9.15581,1,1.67935,5.44272,7.58161,8.05532,8.32438,9.27387,5.09128,4.21659
0.361,0.0204133,9.38009,1,0.942907,4.52551,8.70664,9.03917,12.2942,14.3176,9.06753,7.92565
1.047,0.809977,10.8981,0,0.101403,1.31342,9.80005,12.362,28.3323,41.0813,63.1441,47.9913
0.612,0.606296,9.72776,1,1.58247,3.83308,7.42333,7.93851,10.0199,11.535,10.3636,7.49554
0.645,-0.146794,9.92525,1,0.817962,2.93419,7.80852,8.86892,13.9787,17.7608,17.536,11.9624
1.13,1.38588,10.7762,0,0.985104,2.61956,11.3612,14.5897,28.0836,41.6784,70.077,58.7451
0.928,1.37846,10.8501,0,0.550526,3.07353,18.0281,21.2556,48.2353,72.1196,108.572,77.9119
1.173,1.31203,10.4157,1,0.770867,1.63183,5.77346,6.55613,11.2472,15.682,23.6241,21.5861
0.257,0.0615265,9.79549,0,5.91058,67.0992,149.408,169.953,255.887,308.403,230.542,193.873
0.928,0.738145,9.78394,1,0.422288,0.81683,2.82562,2.96626,3.96855,4.9617,5.75836,3.88408
0.967,0.767538,10.1017,0,0.249716,0.693913,3.2436,3.57353,7.76898,11.6035,17.4411,12.5777
1.217,1.36722,10.1969,1,1.51999,2.06735,4.73033,5.23957,6.49303,8.26255,9.94108,9.35293
0.729,1.16427,9.62019,1,2.82385,4.22213,7.51479,6.6648,7.38778,9.08759,8.07791,5.47736
0.245,-2.74704,8.34393,0,0.424723,3.13216,5.39877,5.84821,8.31789,9.52997,19.5484,15.6292
0.094,-1.55344,7.67679,1,1.22367,4.01894,5.87992,6.02701,6.41582,5.40033,4.47826,3.71794
0.817,0.455665,9.63187,1,0.513007,0.934602,2.54294,2.60639,3.1337,3.96013,3.98725,2.64923
0.645,-0.0788921,9.87496,1,0.992931,3.45824,8.90921,10.1651,15.472,19.2219,20.5814,15.7671
1.787,1.66932,9.81793,1,1.92837,1.92274,1.91669,1.98137,1.40425,1.9871,2.25575,2.70827
0.928,0.758903,9.94767,1,0.573428,1.19442,4.088,4.28737,6.1018,7.55947,8.735,6.67829
0.948,0.529971,10.9406,0,0.0707886,1.31399,10.1666,11.8232,27.112,39.2864,52.0615,36.4232
0.645,-1.89147,10.2238,0,0.302428,3.8586,16.3261,19.4344,44.4348,65.1113,102.404,89.0177
0.127,-2.50751,7.14121,1,0.066268,0.296238,0.246292,0.262518,0.332968,0.70805,0.0248356,-99.9
0.948,0.0701979,10.8308,0,0.0911792,1.18855,9.2523,10.6505,23.8912,34.8643,48.7977,35.4679
0.909,0.939766,10.2104,0,0.321804,1.26108,5.38793,6.5089,14.8686,25.0237,47.5865,39.8166
0.817,0.92883,10.0702,1,0.513992,1.55257,5.51747,6.13219,10.4209,13.8047,15.5524,11.3503
0.909,1.3484,10.6594,0,1.39192,4.72963,19.3836,21.6841,41.9598,61.0988,99.4632,73.8644
0.928,0.430458,11.0601,0,0.156156,3.07813,23.4033,27.4938,60.637,86.9313,146.545,103.509
0.196,-0.550324,8.62559,1,1.28655,4.59583,6.55495,6.57233,7.80972,7.96334,5.03431,3.8717
0.01,-4.23593,4.8388,1,0.834679,1.58437,2.93843,3.8395,5.19869,5.6779,10.3988,9.51666
1.173,1.2497,9.8285,1,1.32055,1.6768,3.3103,3.22682,3.72871,4.5753,6.07106,5.60205
0.348,-0.204143,8.70321,1,0.953233,3.48817,5.78241,5.92712,7.47077,8.73089,10.2491,8.4066
0.335,0.379908,9.29482,1,2.44295,9.69951,18.6573,19.0364,27.1754,32.6548,19.4671,19.3372
0.661,0.208033,10.7418,0,0.275702,5.42395,27.2376,32.6046,63.3661,84.3199,113.1,73.9752
0.116,-0.820267,8.29742,1,2.87304,11.4887,18.0477,19.851,22.4016,21.6669,14.5732,11.8065
0.361,-0.600828,8.60431,0,0.104217,1.15395,2.98381,3.38455,6.41663,8.76237,5.03386,4.36425
1.068,1.11823,10.7123,0,0.218248,1.1458,6.44524,7.77879,16.1423,22.4319,27.86,19.3568
0.909,0.15007,10.9803,0,0.269538,2.90403,20.5874,23.5849,42.9072,59.6661,75.0686,54.1038
0.335,-0.310226,10.1397,0,1.40659,21.3966,48.3943,55.8158,85.9859,106.065,58.1796,48.7384
0.196,-0.360934,9.45535,0,2.54175,18.4286,41.3988,46.9842,81.9111,100.959,67.0387,57.6569
0.817,1.46812,10.5109,1,2.10541,6.21547,20.5896,24.0316,41.8224,58.2398,79.6286,55.686
3.448,1.5369,9.70547,1,0.145803,0.360544,0.550082,0.397071,0.481777,0.553459,0.618293,0.335782
0.335,0.598684,9.44486,1,6.0834,21.4834,36.9022,37.5177,49.1564,59.115,35.4458,35.1151
0.729,-0.167109,8.52773,1,0.507926,0.911651,1.87995,2.06465,2.40849,2.7727,4.20483,4.72057
0.928,1.18629,10.0288,1,1.51483,2.5135,6.72507,7.20841,9.34605,11.7914,15.1964,9.56726
0.799,0.802277,10.4178,1,0.269599,1.7721,9.14113,11.0859,29.2108,46.9883,65.1178,51.5715
0.661,0.310602,10.4141,0,0.167934,3.80858,20.1006,24.3976,49.0316,66.3975,72.7443,47.4424
0.645,-1.08044,10.3492,0,0.316801,2.70632,10.6735,12.2596,24.9788,34.1666,33.5913,22.4087
0.361,-0.0970073,9.07839,0,0.561475,3.12248,5.98309,6.70023,8.64915,10.439,5.87497,4.76478
0.196,-0.36262,8.53991,1,2.69149,8.5218,12.7,13.3974,14.5579,14.6808,9.47537,6.99005
1.088,0.989687,10.6842,1,0.109279,0.956173,6.11794,7.71265,22.8993,40.487,72.0863,58.9862
0.948,1.46657,10.429,1,1.267,3.27258,11.2274,12.7486,22.2558,31.4612,43.0378,32.5759
1.088,1.46742,10.4363,1,0.335493,1.27338,4.60864,5.41382,10.5385,13.5956,16.6687,13.4023
0.335,-0.183501,9.24649,0,0.633034,3.66511,7.98182,8.25492,13.7786,17.554,10.9441,9.62479
0.361,0.167389,9.87424,1,0.618436,9.44259,30.5661,36.7302,79.3543,106.419,79.1894,66.2803
0.661,-0.435211,9.16909,1,0.280917,0.650388,1.21958,1.35071,1.24813,2.07479,0.761645,-99.9
0.661,0.450466,10.7316,0,0.319045,4.79982,23.9003,29.2839,57.5809,77.3015,90.2742,58.423
0.389,0.602934,10.3443,0,1.47644,20.8471,61.9842,73.2728,134.898,174.495,138.298,116.872
0.781,0.64936,10.337,0,0.102615,1.36126,6.17637,7.2102,12.947,16.5151,17.2096,11.1593
0.403,0.512584,9.2957,1,3.61002,9.54494,14.4588,16.1123,15.9644,17.8159,13.142,11.471
0.335,0.229266,9.16077,0,2.56883,21.8875,49.8725,56.7763,90.8122,112.57,87.7189,76.9214
1.173,1.05753,10.7183,0,0.433479,1.47835,7.10156,8.8708,21.2061,32.7712,55.8725,48.388
0.596,-1.09188,10.3817,0,0.0987724,2.84721,10.0697,11.2104,19.2879,23.3947,19.3763,12.6149
0.853,1.19641,10.3068,1,0.673896,2.58209,10.172,11.7558,24.6797,37.648,58.1173,43.0637
0.799,0.33234,10.5237,0,0.144162,1.42497,7.93014,9.32211,16.4422,22.4084,24.8541,16.4461
1.625,0.348968,11.013,0,0.159469,0.54075,2.17828,3.14829,10.8105,13.3455,21.5331,27.1845
0.474,-0.454861,9.7858,0,0.213033,2.32505,7.57749,9.16884,18.3175,25.118,21.4772,16.6998
0.321,0.156991,9.35377,1,2.14308,8.4613,14.158,14.955,17.4754,20.1288,13.5353,10.6134
0.661,0.21555,9.62187,1,0.670475,1.99375,4.80219,5.04776,7.8856,9.66727,13.1326,10.7653
0.817,0.89823,10.3744,0,0.355011,1.74147,8.56097,10.3038,24.2512,36.5964,52.1934,38.7144
0.661,0.521299,9.47302,1,1.14515,2.4295,4.02512,4.16707,4.87819,4.9042,3.11505,3.07298
0.127,-0.955634,7.98575,1,2.27296,8.29423,12.6501,13.1016,14.8107,13.5552,11.8759,8.63168
0.928,0.702414,9.62202,1,0.780393,0.963781,2.41987,2.8349,2.53469,3.06748,3.2183,2.50339
0.948,0.735321,10.6388,0,0.179638,1.22363,8.16227,9.75699,25.3942,39.3865,55.6877,44.5186
0.967,0.599078,10.0859,0,0.293049,0.875761,3.73682,4.08648,8.8322,13.6044,26.8421,22.911
1.449,1.9656,10.3201,1,1.48364,2.57118,5.73306,7.52949,14.6022,16.9838,28.2905,31.9624
0.909,-0.109628,10.6652,0,0.0859115,1.24942,7.22088,8.51352,15.2042,20.6658,23.9099,16.2318
0.46,-1.97683,10.3062,0,0.315649,6.70436,18.5803,21.0274,36.2727,44.9952,28.596,23.1128
0.928,1.14002,10.2724,0,0.698937,1.57523,7.12831,8.01461,17.1467,24.54,33.6985,24.4747
0.282,-0.0766137,8.64596,1,2.36669,6.22874,8.40488,8.40992,8.93896,9.63791,8.6074,7.40451
0.335,0.310254,9.59424,1,2.29346,10.041,19.1913,21.0571,27.5106,33.1032,22.9614,23.2337
0.335,-0.39892,9.08247,1,0.503971,2.22968,3.67836,4.01985,5.01521,5.43262,2.59638,2.26164
0.928,0.768675,9.82758,1,0.85171,1.2765,3.59363,3.82239,3.98225,4.76527,5.29496,3.83752
1.261,1.32798,10.3752,1,1.18933,2.17305,5.33939,6.1863,8.44503,9.31558,10.6901,11.0002
0.375,0.638347,9.74494,0,3.28082,26.0018,69.5382,78.7625,146.887,194.758,145.405,132.402
1.047,1.18827,11.1502,0,0.235984,2.30422,16.7827,19.8613,40.8064,56.299,78.3662,56.876
0.948,1.07692,10.4111,0,0.705544,1.69918,7.3951,8.8404,15.8471,21.2844,23.8097,16.9528
0.389,0.12534,9.13789,1,1.67506,4.22567,6.21866,7.03155,7.69982,8.74399,8.79643,7.81108
0.967,1.08102,10.1537,1,0.990882,1.98648,6.35459,6.99357,10.0794,12.9723,17.6418,13.4077
0.02,-3.19582,7.03006,0,0.615304,4.28905,8.3054,9.14034,10.7837,9.03653,6.27927,4.54323
1.13,1.14675,10.4165,1,1.06429,1.88692,5.91927,7.11238,11.4462,15.5139,21.5252,19.7367
0.967,0.670027,9.89438,1,0.819883,1.27557,3.58746,3.64005,4.41561,5.42257,4.75479,3.68923
1.473,1.83404,10.8724,0,0.661955,1.2584,4.94248,6.68466,23.076,32.2921,59.9914,63.1821
0.967,1.092,10.3034,0,0.389169,1.22314,5.44183,6.15559,12.1328,17.0225,22.4588,16.1993
0.361,0.029785,9.52671,0,0.621612,4.98641,11.8801,13.2221,23.0997,30.9966,19.7799,17.36
0.661,-0.301338,10.5472,0,0.118747,2.61427,12.0383,14.6557,26.8167,34.488,33.5331,21.8932
0.01,-6.43508,6.11743,0,0.387591,1.19397,3.99615,4.52455,4.62616,3.35459,1.4386,0.759012
1.027,1.23928,9.90477,1,1.51312,1.82765,4.15111,5.24083,7.7462,9.91169,14.091,11.6454
1.088,1.1711,10.5853,0,0.365344,1.29728,6.48853,7.67925,18.7997,31.3814,54.45,46.0495
0.138,-2.29121,7.29447,1,0.113195,0.424504,0.500654,0.446596,0.601252,0.58834,0.34817,0.179981
0.817,1.04795,10.2381,0,0.290661,1.53665,6.5108,7.00246,15.6796,22.8908,29.4415,20.6014
0.853,0.58806,10.2111,1,0.116975,0.940681,4.93684,5.98361,16.5752,28.5596,50.4859,38.4039
0.645,-0.0477117,9.85051,0,0.276584,1.46153,4.90916,5.99719,10.9828,14.4609,13.4509,9.02683
0.853,1.12869,10.082,1,0.762393,2.19243,6.98889,7.58991,13.5582,18.8745,25.6492,18.8615
0.474,-0.355185,9.29607,1,0.472057,1.92242,3.51979,3.92145,4.42226,4.91919,3.18328,2.36643
0.928,0.721162,10.669,0,0.0864144,1.06905,6.77091,7.6577,16.3588,22.8099,23.2356,15.876
0.127,-0.92638,8.15413,1,2.0261,6.03384,8.42904,8.86739,8.77532,8.4415,4.7721,3.47537
0.661,-1.1948,10.496,0,0.049195,1.42334,7.79939,9.62741,20.8543,29.8311,30.4272,19.6688
0.645,-0.29171,10.4358,0,1.0131,6.30811,21.1861,25.0919,48.029,65.9273,68.9971,45.9878
1.047,1.36969,10.2756,1,0.322017,1.17259,4.63137,5.36696,9.78632,13.0618,15.4427,12.015
0.335,-0.266733,8.79151,1,0.785215,2.58149,3.53704,3.61271,3.67593,3.94329,2.22817,1.87711
0.661,-0.413069,10.3735,0,0.170153,2.25407,10.4553,12.7033,28.8198,41.0938,43.4626,29.6571
0.519,0.574278,10.0009,1,2.18344,9.48862,18.5144,21.7348,29.3351,35.2048,31.2768,26.5611
0.208,-0.537566,8.45631,1,1.27181,4.86863,7.39528,8.01114,9.29554,8.79386,5.43388,3.63132
0.967,0.698764,10.3854,0,0.192549,1.06772,5.78942,7.063,13.2085,17.8936,24.4535,17.8893
0.909,1.11479,10.1438,1,0.320602,1.28211,4.97477,5.50781,10.9912,15.868,21.5687,16.0716
0.348,0.27643,9.12077,1,1.89091,6.85999,12.5892,13.3826,18.8339,23.583,22.9739,24.7857
1.047,0.199815,10.5922,0,0.177187,1.03239,6.25244,8.60799,17.7038,26.7455,40.7097,34.3974
0.361,0.421339,9.63846,0,2.5373,17.2069,43.4636,47.8164,87.4683,115.362,82.0755,79.437
0.948,1.33091,10.2837,1,1.11456,2.84745,9.62963,10.1352,17.0934,25.5658,37.0204,29.5496
1.027,-0.156989,10.9392,0,0.0848184,1.26578,9.25792,11.5679,23.3578,33.048,46.9093,36.0133
0.872,1.0879,9.67076,1,1.00974,1.90009,4.65205,5.16104,7.34058,10.328,14.06,11.9715
0.645,-0.488215,10.3984,0,0.690364,5.18564,18.2726,21.9954,45.6565,64.8791,67.7171,46.8498
0.348,-0.405898,8.87388,1,0.535814,2.09396,3.35135,3.55189,3.97724,4.3417,2.44656,1.80578
0.729,0.758959,9.57569,1,1.39704,2.32005,4.45315,4.18688,4.44971,5.01333,3.88449,2.84881
0.817,0.803729,10.0103,0,0.0233968,1.04987,3.83681,4.27155,8.50187,11.5916,12.7629,10.455
0.781,0.973025,9.83837,1,1.21825,2.62288,6.50878,6.53567,9.68305,12.4866,14.6754,10.2173
0.948,1.0447,10.2819,0,0.104426,1.20607,5.65116,6.94095,15.4172,23.0612,30.0586,21.7338
0.375,-0.425505,8.21945,1,0.232825,0.772353,0.861659,0.957345,0.751324,0.438716,0.837365,0.694128
0.389,-0.588671,9.07768,0,0.150909,1.27145,2.7542,2.86982,4.15664,5.31035,3.85508,3.25068
0.928,0.134441,10.7486,0,0.0455787,1.15877,7.89414,9.36664,19.1374,26.5912,35.856,26.2566
0.781,1.23412,10.0494,1,1.8807,4.18704,10.9567,11.3992,17.5569,23.3975,28.585,20.9919
1.088,1.42106,10.5932,0,0.526075,1.80042,8.44348,9.94197,20.2542,32.518,49.2715,40.4658
0.928,0.747875,10.4337,0,0.166313,1.1333,5.76569,6.47001,13.3457,17.9381,22.4819,15.4476
0.474,0.458473,9.35593,1,2.20201,8.2714,17.3532,21.8578,32.0359,41.4575,47.2893,41.6036
0.474,-0.997844,10.7606,0,0.785273,18.5813,49.5757,57.1419,94.241,115.082,86.129,65.3162
0.817,0.685646,10.617,0,0.0874094,1.30215,7.71691,8.82793,17.7464,24.4231,27.559,17.4663
1.261,1.64948,10.822,1,0.707473,2.22005,8.49495,11.5622,26.0315,37.1546,75.1159,81.5251
0.257,-2.10795,8.5602,1,0.369476,1.67036,2.33691,2.59612,2.85386,3.20063,1.69671,1.57375
0.729,1.11287,10.1443,1,1.68811,4.99288,12.8067,14.2542,21.4096,26.8778,30.2769,20.6374
0.22,0.294383,9.04022,1,7.41302,23.3862,38.0192,40.547,51.5815,59.4384,50.002,37.5087
0.389,-0.398395,8.59219,1,0.418496,1.06101,1.83155,1.99609,3.0844,3.61497,3.42604,3.26261
