redshift,log_sfr,log_mass,is_star_forming,u_flux,r_flux,zpp_flux,yhsc_flux,h_flux,ks_flux,splash1_flux,splash2_flux
0.232,-0.618187,10.2017,0,4.44074,55.432,135.728,157.442,252.832,295.847,260.34,209.643
0.389,0.0211355,8.96394,1,1.14221,4.59693,8.1925,9.2739,11.0253,12.5409,10.5883,9.28913
0.46,-2.1026,10.5657,0,0.337514,8.90191,27.8817,32.7612,64.5788,85.2506,59.0554,45.7576
0.445,-0.102076,10.739,0,0.717397,20.5307,62.3053,72.1401,130.914,166.223,131.638,105.508
0.389,0.703326,9.66092,0,1.85547,14.5088,33.2693,36.3075,62.3122,79.2428,58.9386,61.4008
0.645,0.547948,10.2101,0,0.80573,4.19294,14.2327,17.3675,34.9105,49.1287,58.1235,39.2066
0.208,-0.235209,8.38267,1,3.11001,10.2128,15.2407,16.4956,17.6902,16.8745,12.971,9.66566
0.661,-1.06336,10.8352,0,0.24309,5.50426,27.3338,33.7708,65.9635,89.1651,104.626,66.8962
1.027,0.393195,10.8806,0,0.182168,1.43871,10.2988,12.5857,31.335,53.2613,97.0374,81.0862
0.781,1.01488,9.89356,1,0.681124,2.07485,6.87593,7.12622,14.5469,19.3215,25.8145,18.3389
0.909,0.0865089,10.7784,0,0.109955,1.52758,10.4988,12.3232,27.0124,37.9226,52.4476,37.5964
0.711,0.835043,10.5804,0,0.284268,2.74394,15.144,18.8117,43.4932,61.4382,73.6372,48.1265
0.348,-1.03631,9.4171,0,0.211114,2.32672,5.00627,5.52378,7.50037,6335.860125558172,4.68243,3.30716
0.711,0.661717,9.91625,0,0.122806,0.976095,3.77147,4.05244,7.76247,9.97525,9.46648,6.3243
0.361,-0.211459,9.30962,0,0.298303,2.52993,5.61642,5.06866,8.57868,10.8684,5.40515,5.17017
0.389,-0.400424,9.0194,1,0.760982,2.08641,2.93736,3.18191,3.11325,2371.788212989497,1.03085,-99.9
0.781,0.37543,10.4083,0,0.0884147,1.34318,6.56192,7.90192,14.6128,18.2448,21.7102,12.8235
0.094,-3.17482,7.20759,1,0.189137,0.574273,0.673647,0.292225,0.950915,315.07215781706503,-99.9,0.221271
1.217,0.567982,10.1017,1,0.645675,1.37006,3.43499,4.38247,10.1938,13.2254,19.4347,18.2559
0.01,-4.56459,4.32916,0,0.687378,0.990579,2.35013,2.70371,4.02742,2933.121154070546,28.0997,14.3383
0.799,0.85544,10.6465,0,0.194804,2.06304,11.9393,15.0968,39.6942,64.8624,92.5943,65.9618
0.361,-0.0170003,10.1172,0,0.78246,11.133,26.1349,30.5431,44.269,54.527,32.8297,25.7109
0.694,0.376277,10.7658,0,0.164905,3.19231,16.1944,19.96,38.3517,36222.00915742054,51.8306,34.0576
0.781,0.579534,10.8343,0,0.121367,2.25313,13.6947,16.4366,36.4982,36221.938645293485,56.8968,36.7027
1.625,1.93917,10.2203,1,2.91006,3.71376,5.14099,5.93396,7.09712,3023.813851892177,6.50617,9.93194
0.361,0.620441,9.78132,1,3.43918,17.1372,39.6251,47.1881,73.4546,91.4014,85.1145,73.3136
0.711,1.10546,10.1361,1,1.73847,5.91815,13.706,14.1027,21.9288,28.8907,33.1326,22.1842
0.746,0.680592,9.75725,1,0.436824,1.4455,3.87794,3.84479,6.25513,6.7643,6.35031,4.03695
0.645,-1.72706,10.6781,0,0.125419,3.83985,16.9121,19.7644,35.581,45.864,40.6699,26.6468
0.504,-0.577754,10.6919,0,0.721426,19.9032,63.618,73.8441,132.267,165.944,149.309,113.563
0.835,0.971603,9.79001,1,1.66061,2.37356,5.3764,5.97126,5.66731,4779.7420959468955,7.33737,4.99729
0.661,-1.64561,9.8226,1,0.184101,1.49383,5.43154,6.53605,17.0403,26.8647,45.6182,38.7468
0.817,0.838497,10.7111,0,0.0591386,1.40168,8.62886,10.3853,23.4129,33.3457,38.8301,25.3162
0.729,0.951899,10.1597,1,1.29353,4.83488,12.5201,13.4533,21.3334,27.4493,33.0303,26.5467
0.799,0.504697,10.7939,0,0.11094,1.90896,11.6799,13.7421,26.8286,36.7019,40.3934,25.7482
1.33,-0.134938,10.7988,1,0.666681,1.63665,5.7501,9.84753,14.352,17.6434,23.9464,22.6941
0.196,-0.218937,8.76541,0,5.00971,31.409,64.5396,70.8871,97.3455,102.817,117.378,88.7182
0.375,0.155546,10.0301,0,0.54875,7.4389,17.7307,19.9313,32.094,38.6842,22.0323,20.6405
0.89,1.18207,10.134,1,1.13157,2.52551,8.2459,9.00643,13.7217,16.8795,22.9956,16.5256
0.928,0.510417,10.1666,0,0.204321,1.27047,6.55557,7.60685,19.1829,30.2022,44.4821,33.7677
0.817,0.915525,9.71961,1,1.42371,2.62731,5.49929,5.61426,6.38444,6.64986,7.54576,5.56041
0.051,-2.04085,7.24588,1,1.27442,2.96174,3.73484,3.62159,4.0954,4.03209,1.38681,1.34062
0.474,-0.0155086,10.6476,0,0.562868,11.9713,38.8879,45.7624,86.5182,109.578,86.9387,66.6528
1.047,-1.24767,10.634,0,0.0609226,1.24345,8.04002,10.6901,22.443,30.6237,54.1979,48.8544
0.661,0.10863,10.4032,0,0.232164,2.30394,10.8067,13.0954,25.9377,33.8602,32.9573,21.0524
0.967,0.988989,9.93698,1,1.13394,1.7757,4.62079,5.23369,5.75891,7.54285,8.7828,6.20737
0.928,1.15499,10.6267,0,0.66744,1.93308,10.1519,12.4561,22.4133,31.082,39.3877,28.3823
0.781,1.28366,10.4766,0,1.09309,4.76352,17.1368,19.9165,38.486,53.4072,66.9882,45.1638
0.173,-2.7895,8.50541,0,0.520949,3.76912,8.3284,9.0903,13.5266,16.476,8.87021,8.57685
0.361,0.425521,9.22509,1,2.70909,8.22922,12.147,12.1966,12.89,14.9793,8.80937,7.31916
1.088,1.23506,10.2582,1,1.20858,2.08113,6.3193,6.58769,10.4927,14.0537,19.8359,16.1863
0.232,-0.42256,8.68772,0,1.70244,10.9538,24.0962,27.638,47.2202,60.6181,59.5248,54.575
0.335,-0.247348,8.39855,1,1.22294,3.62648,4.30728,4.03582,4.55246,4.59523,14.8521,14.4434
0.504,-0.0563853,9.30626,1,0.909895,2.80863,4.49271,4.97116,4.95652,6.31196,5.62951,4.89501
0.01,-3.92842,5.39887,0,0.99305,1.50102,2.20188,2.33363,1.18687,622.4112506597106,-99.9,-99.9
1.047,1.45453,10.7268,0,0.227547,1.74299,9.55754,11.182,24.163,36.0809,50.1315,38.1682
1.574,0.966602,11.0904,0,0.231468,0.569157,2.46947,3.85006,14.8298,20.7457,35.4758,39.1089
1.068,1.05528,10.1438,1,0.490997,1.06083,3.77895,4.11167,6.68483,6401.316533105846,11.9042,9.30605
0.519,0.253733,9.74535,1,1.19943,4.5443,9.24358,10.4292,14.4389,16.5784,13.1346,10.8726
0.694,0.940492,9.86547,1,1.63043,4.35475,9.88939,10.9596,16.4238,15359.445100600631,27.3089,21.1371
0.127,-1.17996,9.31776,0,2.81612,22.9513,45.4232,50.4602,64.4218,44386.46732517911,33.0306,23.9474
0.661,-1.57915,9.9996,0,0.115536,1.43175,5.7204,6.95842,15.83,23.7965,28.4505,20.2575
0.89,1.30994,10.1784,1,1.70777,3.96193,12.5857,13.4369,20.8952,28.6861,48.8595,39.0113
0.661,-0.690477,10.2945,0,0.351477,2.68662,10.5752,12.8408,22.8773,31.049,34.0596,21.1765
0.711,0.661717,9.91625,0,0.122806,0.976095,3.77147,4.05244,7.76247,9.97525,9.46648,6.3243
1.047,0.479585,9.47755,1,0.39936,0.536973,1.30442,1.4067,1.16274,894.3476147492191,1.27369,1.00044
0.361,0.0804566,9.34456,1,0.237708,4.10322,12.9831,14.3682,31.7183,44.521,33.7375,28.7941
0.361,0.0415335,9.10422,1,0.986545,3.55479,5.83365,5.83653,6.7308,5601.469271039376,4.13269,3.76286
0.445,-0.797762,10.0391,0,0.628161,8.99789,21.0602,24.208,35.3088,42.9672,29.3432,23.9771
0.01,-4.56459,4.32916,0,0.687378,0.990579,2.35013,2.70371,4.02742,2933.121154070546,28.0997,14.3383
0.361,-0.469696,8.11211,1,0.327782,0.683654,0.900979,0.878846,0.646496,0.206638,0.592655,0.17259
0.661,0.361292,10.3435,0,0.147079,2.36059,12.7113,16.0887,37.9723,54.6243,71.5235,47.0891
0.612,0.0472335,9.94724,0,0.49555,2.87858,8.0883,8.98792,14.424,16.0722,13.7495,9.76694
0.948,-0.196092,10.8265,0,0.0490382,1.07609,7.5691,9.27071,18.4778,25.4786,32.0716,22.1149
0.853,0.118205,10.8792,0,0.157688,2.08609,13.5609,15.8231,29.3838,39.8571,49.6077,33.3242
0.967,1.17875,10.392,1,0.876018,2.54563,10.7332,11.8932,22.297,32.027,52.0476,39.741
0.474,-0.191962,8.8895,1,0.577989,1.46326,1.99513,1.8986,1.94775,1247.042223079198,1.45238,0.774223
0.711,0.5811,10.4994,0,0.0623944,1.61876,8.83625,10.6455,22.2992,30.5965,31.9532,19.7189
0.729,0.919376,10.0133,1,1.11085,3.08346,8.68776,9.88874,15.0673,19.0567,20.874,12.8148
0.853,1.18676,10.0165,1,0.775202,1.96419,6.16057,6.76419,12.7534,12529.229344758112,21.5228,15.6919
0.948,1.10816,9.94467,1,0.926978,1.75262,4.92069,5.95446,6.32818,7.54909,9.95707,6.57918
0.948,1.11826,10.4517,0,0.265252,1.29556,6.01216,7.06605,14.5195,20.1134,23.4135,15.9769
0.208,-0.607811,8.3045,1,1.59009,5.18145,7.49735,7.83785,8.56726,7.97727,5.48275,3.11157
0.361,0.32795,10.6917,0,1.65512,34.3589,99.0079,113.351,203.912,261.852,180.125,155.371
1.307,1.01016,10.2359,1,0.727577,1.08067,2.77263,3.23883,5.37069,6.07905,7.50128,7.75213
0.321,0.3502,9.23833,1,3.00215,11.3684,19.0138,18.7609,23.1574,26.4894,18.3663,16.5325
0.519,0.348433,9.32467,1,1.50984,3.54836,5.22945,5.79864,7.15087,6189.730793443765,15.1752,17.7144
0.348,-0.637387,8.89263,1,0.28149,1.4656,2.38739,2.85575,3.25071,2521.8098145174895,2.0473,1.26155
0.489,-0.184187,8.48922,1,0.281697,0.596965,0.759435,0.860016,0.732065,0.811501,0.664791,0.411713
0.46,-1.63887,10.7215,0,0.390395,11.9767,38.5258,44.1243,79.2165,98.8554,72.4931,54.2652
0.22,-0.946558,9.10551,0,0.573282,4.39763,8.59204,9.39212,11.8987,15.3764,6.76119,4.8735
0.348,-0.568079,9.03342,0,0.221791,1.48975,2.82237,2.94879,4.0408,4.89999,2.22964,1.67445
0.127,-1.77959,7.24431,1,0.209503,0.492716,0.617989,0.677663,0.576567,0.790978,0.198192,0.585917
0.105,-1.70123,6.91387,1,0.361376,0.616482,1.07224,1.29504,1.02294,1.59031,0.0556524,-0.0165904
1.33,1.3106,10.2992,1,1.11957,1.70038,3.6718,4.21402,6.65484,5182.154805065269,10.116,9.385
0.711,0.730083,10.2577,0,0.189291,1.43476,6.88713,8.07408,17.6625,23.7976,25.1826,16.4517
0.612,0.553191,9.98203,1,1.13937,4.5513,11.5427,13.0784,20.1963,25.6269,27.1383,19.1132
0.817,1.03071,10.1153,1,0.392651,1.61509,6.00935,5.91151,11.2799,15.2111,16.5833,11.6342
0.645,-0.869074,10.2621,0,0.0923042,1.67132,7.14778,8.63496,16.2495,14269.327616288376,18.7016,11.7313
0.361,-0.295904,8.94908,0,0.177645,1.70398,3.84203,4.34851,8.50596,12.008,7.75768,7.12945
0.967,1.07593,10.4098,0,0.294871,1.17933,5.80198,6.82585,13.635,20.0915,27.3967,21.8107
0.161,-0.161359,9.70647,0,7.06111,54.7613,129.847,151.786,269.219,314.962,202.335,161.255
0.361,0.23065,9.28053,1,1.43017,6.57526,12.2517,13.2531,17.3778,20.7463,11.782,10.1105
0.46,-2.66616,9.72969,0,0.091419,1.98721,5.04332,5.70037,8.07295,9.43157,5.90474,4.42498
0.661,0.0324747,10.406,0,0.212079,2.36104,10.8044,12.3772,22.651,30.0121,28.9261,19.0936
1.109,0.786067,10.6935,0,0.252449,0.963437,5.84197,7.50874,15.0969,20.7535,32.153,25.4855
0.116,-0.0230319,8.83897,1,21.7694,71.0328,112.944,122.757,146.113,145.111,136.825,101.606
1.217,0.750869,10.1197,1,0.895042,1.31504,3.44026,3.61267,5.2116,6.82378,9.52579,8.21056
0.245,-0.0190242,9.36288,0,3.61063,28.1169,60.9757,69.2785,112.382,97937.81887681164,84.4862,80.1125
0.02,-3.9257,5.91317,1,0.638247,1.57818,2.07435,1.61171,2.51818,1.98321,1.73905,1.32817
0.504,0.408432,9.44604,1,1.85685,7.03303,13.759,15.639,19.9172,23.2518,21.5914,17.0583
0.967,1.12704,10.075,1,2.09479,2.82913,7.30956,8.31582,8.00238,9.55443,11.498,7.35234
0.948,0.606126,8.94764,1,0.60031,0.633959,1.26527,2.42301,0.640696,0.855832,0.399465,0.703685
0.948,1.39736,10.1707,1,2.41928,3.90492,10.5755,11.4811,15.5735,20.3799,26.2539,20.8115
0.03,-2.64754,6.6869,1,0.894628,2.53509,3.41969,3.43317,3.59338,2.88593,1.60197,0.793467
0.348,0.200514,9.46624,0,0.491715,5.42632,16.2843,17.7817,36.6141,51.0947,32.4601,33.6935
0.799,0.76666,9.75259,1,0.593102,1.22439,3.25495,3.75981,4.91639,6.51056,4.14386,-99.9
0.645,-0.422892,10.4647,0,0.218386,4.19476,19.4259,23.2421,47.8766,63.7456,63.3275,39.6976
0.729,1.17188,10.1449,1,3.02401,6.50195,14.8349,15.5438,22.126,27.7662,30.0324,19.9049
0.208,-0.751549,8.83895,1,1.26232,4.74389,7.07722,7.49303,8.31281,8.37701,3.47446,2.94012
0.928,0.691455,10.2948,0,0.337249,1.16254,5.43703,5.8758,11.4485,16.2525,18.4816,13.7445
0.348,-0.150275,8.88322,1,1.63948,5.29552,7.89957,8.99691,9.22874,10.7288,15.8661,11.044
1.449,1.53432,10.0543,1,1.34573,1.91188,3.24725,4.38298,5.91133,6.04713,8.48226,9.04654
0.661,-0.758079,10.9397,0,0.339231,8.28682,38.3247,45.1021,82.7969,111.534,146.209,97.2971
0.01,-3.07824,5.549,1,2.99287,4.07707,3.8059,3.93794,3.41004,3.21941,2.69053,2.24703
0.335,-0.110256,9.52781,0,0.707345,5.67326,12.0885,13.3942,18.2374,22.3226,15.6396,14.4391
0.22,-0.866935,8.5142,1,0.966528,2.77189,3.56707,3.70492,3.87683,4.19679,1.6175,0.714322
0.746,0.801289,10.1359,0,0.159335,1.25647,5.04043,5.90526,10.5983,13.9016,15.0498,10.0785
1.109,1.45063,10.538,1,0.857645,1.97078,7.76817,9.27323,18.7799,29.3389,46.5272,40.2958
0.22,-0.0101899,8.70867,1,3.81766,9.99284,13.1163,13.7726,14.365,15.4614,8.58633,6.54289
0.232,-0.331832,8.81058,0,1.53889,8.10553,14.5769,15.7871,22.0215,26.1025,15.5778,14.5974
0.335,0.273477,9.54955,1,0.602986,6.40084,17.9506,20.7967,43.3915,40936.308948245176,37.4008,33.297
0.711,0.080409,10.4483,0,0.0814527,1.54204,7.94988,9.42948,16.8687,21.8841,21.7083,14.1384
0.01,-4.09303,4.6745,1,0.5669,1.58584,6.42249,7.17965,12.6281,17.9166,29.5618,23.5557
0.361,0.233191,9.1106,1,1.26624,4.64191,6.55794,5.90038,6.76497,7.33814,4.90566,3.80353
0.519,0.671013,9.51569,1,2.75094,7.35815,11.426,13.259,13.2539,14.9007,11.6248,9.51505
0.348,-1.37605,8.3642,1,0.124765,0.472951,0.784667,0.917702,0.91385,1.08882,0.35565,0.183774
0.208,-1.28531,7.94379,1,0.534806,1.54096,3.29975,3.67101,7.57371,10.4262,19.4727,21.3725
0.361,-0.192857,9.08931,1,0.545332,2.60691,4.7984,4.95232,6.52854,7.39321,4.59419,3.69466
0.375,0.178759,9.37117,1,0.848772,4.0524,8.39451,9.34085,12.6158,14.9363,10.9698,9.96139
0.504,-0.213411,9.28668,1,0.528386,1.93787,3.27499,3.5893,4.05156,4.54294,2.83228,2.18343
1.068,1.05528,10.1438,1,0.490997,1.06083,3.77895,4.11167,6.68483,6401.316533105846,11.9042,9.30605
0.22,-0.453168,8.66284,1,1.34622,5.49041,9.24363,9.29026,11.0055,12.3561,6.98574,5.01197
1.732,2.21996,10.8961,1,0.301788,0.980201,3.46178,4.41248,18.4992,25.5145,52.9007,62.0432
0.694,-0.212442,9.22916,1,0.224526,0.541502,1.12637,1.37675,1.83112,1.8344,1.19852,0.83202
0.711,1.20768,10.5337,1,0.480011,3.2691,17.1375,20.0428,54.8756,83.5612,102.811,61.0413
0.596,0.363967,9.64311,1,1.21241,3.38488,5.93717,6.55135,7.77377,9.13186,7.63801,6.31882
0.729,0.874604,10.257,0,0.406576,3.24517,13.9076,16.8096,34.8227,51.2416,63.6168,41.251
0.474,0.163799,9.88554,1,1.40941,6.93729,14.3678,16.8293,21.7143,25.8461,19.8866,17.7607
0.89,-0.307618,10.9428,0,0.0714035,1.92919,12.6878,14.6067,29.6172,29435.64000087793,52.0753,36.5412
1.307,1.31842,9.83561,1,1.37067,1.57191,2.64286,2.32108,3.26781,3.04398,2.82311,2.48372
0.909,0.781177,10.5531,0,0.173,1.45777,7.91639,8.9339,18.3493,25.6226,32.7598,23.1218
0.01,-4.18025,4.70023,0,0.918553,1.45536,2.82213,3.17267,5.84374,4540.374578224075,29.6829,27.8187
0.661,0.0215938,10.0359,0,0.142095,1.35203,5.23873,6.2159,10.6598,13.3875,11.5965,7.54462
0.628,-1.06162,10.678,0,0.215064,5.31588,20.4147,23.7713,40.2415,35162.56444837839,44.8691,29.8879
0.711,0.853191,10.8108,0,0.208443,3.84767,21.2297,24.7249,54.4867,76.171,89.8867,55.5108
0.375,0.0999053,8.92677,0,0.464786,3.72168,9.2346,10.6367,18.3137,23.5785,14.9719,13.7931
0.22,0.0822804,8.84226,1,2.88847,8.12506,10.9804,10.7167,13.5325,13.9943,7.866,8.01518
0.549,0.0414961,8.43552,1,0.428889,0.582595,0.633856,0.8328,0.497823,0.672585,0.395548,0.545653
1.217,0.413521,10.092,1,0.356391,0.57453,2.0612,2.52437,5.12422,7.03295,11.0314,8.92242
0.781,0.744945,9.57106,1,0.644101,1.47128,3.80189,4.19249,6.28664,5249.585552170561,11.1687,8.85667
0.519,0.671013,9.51569,1,2.75094,7.35815,11.426,13.259,13.2539,14.9007,11.6248,9.51505
0.474,0.317691,9.48167,1,1.44895,4.20444,7.14546,8.65709,8.79962,10.4208,7.72731,6.73422
0.321,0.417062,10.3332,1,2.38098,48.1084,147.511,175.335,377.886,508.13,519.953,444.392
0.565,0.169125,8.84122,1,0.658812,1.41379,1.87152,2.00306,2.07294,2.3465,1.34991,0.83574
0.504,-0.0430913,9.87521,1,0.239456,3.77745,14.6175,17.5681,40.4693,57.7022,60.9725,47.4369
0.041,-2.44698,6.89841,1,3.05304,9.02757,12.7532,13.4302,15.5025,12.0872,32.033,27.9915
0.361,0.457021,9.9124,0,1.80036,12.5202,27.9561,31.3087,49.0526,61.2127,37.2855,33.1045
0.375,-0.537013,8.29556,1,0.326787,0.720349,0.966094,0.952857,1.14679,1.28524,1.12746,0.79688
0.612,0.412985,9.10371,1,0.932524,1.82316,2.52463,2.77461,4.163,5.20305,10.1215,12.4868
1.195,1.01609,9.66239,1,0.631255,0.845523,1.89167,1.8384,2.45629,3.00254,2.9662,2.77197
0.361,0.571248,9.49908,0,3.38006,25.3299,65.8325,76.7277,143.32,192.15,145.426,123.9
0.348,0.374502,9.55027,1,2.17029,9.59675,19.0143,19.4673,28.7896,35.7682,24.9046,25.0869
0.22,-0.383171,8.66037,1,1.78883,7.69962,13.0771,15.0646,20.0022,23.7931,20.2231,17.4341
0.89,1.68,10.6458,1,1.9506,5.65467,22.2248,25.1494,48.8158,67.7523,95.6768,67.0644
0.01,-4.84027,3.90685,0,0.366744,0.890363,2.78806,3.48488,6.99171,10.5146,30.3676,22.9026
0.01,-3.86202,5.44506,1,0.997449,1.60664,2.00344,1.61523,3.31733,3.45029,5.83026,4.94316
0.645,-0.129067,9.80544,0,0.119464,0.969926,3.47466,4.01054,7.1506,6477.018352715008,9.37975,8.0232
1.068,1.6906,10.7317,0,0.566458,2.59496,11.5193,14.2826,33.0491,56.2593,98.9149,86.2728
0.928,1.07676,10.646,0,0.374068,2.11867,11.5077,12.3679,25.9641,27349.04513698606,56.0593,40.0339
0.389,-0.0508721,9.14128,1,0.490319,5.26525,15.7111,18.9075,42.4807,62.4245,68.1063,62.0154
0.196,-1.1117,8.29296,1,0.594716,1.85401,2.5914,2.16599,3.12092,2.92021,1.14695,0.824407
1.13,0.116499,11.1266,0,0.398589,2.58077,18.6337,20.3358,32.5359,43.0575,62.3835,51.5523
2.3,1.24645,10.6382,1,0.317283,0.459193,0.649233,0.927585,4.07297,5.21463,8.59039,10.4231
0.361,0.0799669,9.01334,1,1.4049,6.31182,13.2382,14.261,24.3124,32.2809,28.2052,27.3617
0.196,-0.33921,8.76079,0,2.41659,11.7973,21.2337,23.3728,28.6658,30.8449,17.5631,13.5035
0.853,-0.522066,11.0237,0,0.154309,2.94779,19.4574,20.9031,44.39,61.4854,86.0173,58.461
0.909,0.653096,10.5706,0,0.0964823,1.01455,6.36214,7.31521,14.9236,20.8312,26.9564,19.8861
0.781,0.892711,9.7237,1,1.19015,2.23801,5.38236,5.47652,7.27434,8.46021,10.4927,7.45254
0.389,-0.00752838,9.48474,0,0.173284,2.04622,5.89297,6.92167,12.2519,15.7107,10.9616,9.65162
0.474,-1.06188,9.47346,0,0.185134,2.21632,5.25058,5.96346,9.48893,11.0679,10.6849,6.91527
1.195,1.36862,10.4659,1,0.787541,1.85502,6.19877,7.12661,12.0745,15.8926,25.9358,23.1871
0.661,0.392686,9.75135,1,1.28748,3.50708,7.54039,8.62091,11.9502,14.3647,13.3066,9.77219
0.361,0.510586,9.49132,0,2.80304,20.5583,51.0768,56.5218,99.6794,128.319,101.061,95.2207
0.389,-0.197053,8.85387,1,0.567636,2.07278,2.99241,3.16382,3.44925,3.57763,2.35232,1.75481
0.232,-0.877034,10.1974,0,3.60169,39.0849,90.6437,103.785,154.052,178.77,105.506,83.7425
0.661,-0.98389,10.2474,0,0.0501028,1.21797,5.73168,6.9532,12.4093,16.031,15.5398,9.29057
0.335,0.0589024,8.79041,1,1.38594,3.24476,4.95684,4.5035,5.24054,5.89565,4.48549,3.85123
0.948,0.874132,9.92444,1,0.598615,1.18834,3.84583,3.98922,5.86571,7.0313,9.28803,6.70971
0.348,-0.625648,9.18243,0,0.451132,5.31444,12.0123,14.1013,20.7329,25.0337,26.709,22.5148
0.116,-1.15361,8.11093,0,1.556,6.74011,10.6259,11.1986,12.4144,12.2502,6.31687,4.51214
1.152,-0.482231,9.95151,1,0.511408,0.604338,2.56673,3.19844,4.00085,3.67782,2.70042,2.34001
0.389,0.35176,9.70022,0,1.48563,8.79403,20.9792,25.2439,40.8453,53.4418,42.8631,41.9843
0.127,-1.41488,6.97487,1,0.361773,0.553271,0.582478,0.400499,0.443256,0.46029,1.05045,0.404624
0.474,-1.45241,9.89843,0,0.23988,3.11639,7.68869,8.5447,12.7148,15.7359,10.7283,8.12499
1.13,0.851617,10.0681,1,0.779794,1.26302,3.5951,3.66276,5.01975,6.5442,7.96894,6.62864
1.424,1.69051,10.5602,1,0.793192,1.54413,4.19281,6.13825,14.2068,19.2743,33.8344,34.7889
0.89,1.35425,10.2316,1,1.14235,2.88211,9.7086,11.1567,18.4527,24.9361,32.3959,23.5036
1.152,1.36966,10.3356,1,1.35578,2.29249,6.34869,7.07096,10.266,14.9166,24.2948,23.1642
0.967,1.19929,10.2566,1,0.847308,2.16131,8.0198,8.98799,15.4286,21.9826,33.5489,25.3709
0.763,0.942039,9.30245,1,1.62102,2.44741,4.9961,3.49169,4.07579,4.22466,4.4481,3.11232
0.361,0.279308,9.13892,1,1.76983,7.08155,12.2368,11.8113,15.1407,12531.48573282396,11.6738,10.2328
0.645,-2.01647,10.2574,0,0.146729,2.12501,8.1739,9.06097,15.7558,14422.056883495383,17.5721,11.4792
0.89,-0.111884,11.0707,0,0.0580386,1.85539,14.3528,17.0623,38.857,40447.16632284581,78.3432,53.0358
1.217,0.710684,10.7994,0,0.753788,1.68916,7.87808,10.3471,23.9965,34.6801,62.4319,56.7
0.46,-2.66616,9.72969,0,0.091419,1.98721,5.04332,5.70037,8.07295,9.43157,5.90474,4.42498
1.239,0.478981,10.987,0,0.52626,1.42071,8.18178,11.2812,30.1794,46.8064,86.1061,78.2639
0.948,1.09127,10.1728,1,0.777453,1.89518,6.42369,6.80722,11.1132,14.8584,19.1937,13.7142
0.967,1.02702,10.7214,0,0.192894,1.413,9.06981,10.2561,20.8684,29.6968,40.6392,29.0279
0.348,-0.331063,8.66557,1,0.471391,1.83776,2.91903,2.97852,3.37803,3.77391,2.35273,1.3758
0.928,1.08295,9.92865,1,0.858931,1.72413,5.01062,5.29728,7.31881,9.558,11.9862,9.10755
0.232,0.138487,8.81804,1,4.03075,13.1437,20.5644,22.2087,26.7629,31.1405,15.9931,13.6907
0.232,-0.411678,9.6124,1,1.45784,21.5355,60.9421,74.6658,165.145,238.751,237.472,224.624
0.041,-2.98477,6.59701,0,0.632946,1.99632,4.37302,4.77292,6.76909,7.87427,6.93428,3.64834
0.711,0.712362,10.4869,0,0.19934,1.86624,9.65453,11.978,22.8968,30.7072,30.6338,21.1134
0.335,0.198739,9.55851,0,1.4035,11.7337,29.7515,33.4861,52.8221,46418.55631485537,41.3568,35.5066
0.729,0.448694,11.084,0,0.302228,6.24095,35.1234,42.9269,82.3964,113.009,138.664,89.3096
0.375,0.727138,9.47705,1,5.38107,17.7379,31.931,31.87,40.4771,48.0771,31.9603,33.2123
0.89,1.24552,10.2637,1,1.36976,3.25348,11.1942,13.5527,21.8776,30.5074,42.8912,31.3836
1.307,1.14525,10.2382,1,0.81708,1.32848,3.16216,3.7428,6.25555,7.15921,9.25825,9.38238
0.853,0.827823,9.67821,1,0.965812,1.45716,3.68504,3.73039,4.8405,5.18973,4.79266,4.11186
1.284,0.996603,9.80469,1,0.880301,0.989511,2.04176,2.38299,2.82392,2.88936,3.73999,3.54467
0.116,-0.749022,8.17471,0,3.31591,19.7267,39.1628,44.9012,66.2026,70.4562,48.3104,36.1033
0.105,-0.813109,8.14984,1,2.39014,6.43294,9.19057,9.72231,10.2199,9.12611,4.88846,3.90552
0.474,-0.314837,10.9914,0,0.858652,25.5408,78.8191,91.151,164.891,205.078,166.913,130.307
1.047,-0.288398,10.7413,0,0.146669,1.13319,10.5848,13.7179,30.8299,44.7623,70.1403,58.1565
0.645,-1.36181,10.4508,0,0.249579,4.00538,15.8149,18.9093,31.31,39.0804,45.0998,29.6972
1.732,1.51291,9.65921,1,1.33748,1.43134,1.50371,1.88313,1.92,1.28143,1.57835,2.12768
0.872,0.962462,9.84604,1,0.774218,1.55809,5.00882,4.95839,7.6974,10.3898,11.641,8.51238
0.628,0.239259,9.24199,1,0.895661,2.13732,3.59301,3.81396,4.1739,5.00756,3.21009,3.28483
0.116,-0.794393,8.20453,0,4.92361,36.1094,71.8937,81.8066,118.166,121.525,105.313,78.5041
0.208,-0.613663,7.75612,1,0.465903,2.58761,1.55141,2.15085,2.08062,1.93307,1.38062,1.6779
0.519,0.585095,10.2682,0,1.14524,9.73755,29.4109,33.5577,54.419,67.1225,70.727,51.5929
1.217,1.2834,10.6181,1,0.947465,1.87215,7.10871,8.4636,17.4972,25.9533,43.8949,39.9538
0.519,0.454345,10.6973,0,0.810727,13.1943,44.9444,51.7641,93.4768,118.557,108.77,79.4839
0.245,-0.438906,10.4023,0,3.51994,44.1656,106.916,121.901,182.446,151134.98801423327,123.41,99.547
1.353,1.38592,10.686,1,0.707572,1.54868,4.85455,7.09541,16.2108,23.3266,44.1557,49.0303
